未来一周,销售单价,销售数量,商超收益,品类
第1天,13.783378180945137,253.7889404296875,1901.7983625000522,辣椒类
第2天,13.881813870920677,260.638427734375,2076.862355313988,辣椒类
第3天,22.730731803924805,415.04730224609375,7250.641616905759,辣椒类
第4天,16.805423072954614,201.22520446777344,2313.4083698087406,辣椒类
第5天,11.75101412242675,225.24050903320312,1494.7225412370449,辣椒类
第6天,13.8816631226439,348.8381042480469,2960.726171375979,辣椒类
第7天,13.748759921378298,239.45896911621094,1952.5620563739365,辣椒类
