未来一周,销售单价,销售数量,商超收益,品类
第1天,12.438861371950138,183.390869140625,590.4648331236172,食用菌
第2天,16.79034989422056,92.3156967163086,643.4204959508758,食用菌
第3天,12.439340399454169,187.2947998046875,438.0870601874806,食用菌
第4天,12.439338356657924,180.0731201171875,469.3918650993867,食用菌
第5天,11.931110858087482,173.5858917236328,572.5377105574948,食用菌
第6天,12.80045691790713,149.75718688964844,698.347773345221,食用菌
第7天,11.223487062999974,188.97140502929688,662.1246534305085,食用菌
